marker,chrom,pos
SNP_1332,4,1332
SNP_1333,4,1333
SNP_1334,4,1334
SNP_1335,4,1335
SNP_1336,4,1336
SNP_1337,4,1337
SNP_1338,4,1338
SNP_1339,4,1339
SNP_1340,4,1340
SNP_1341,4,1341
SNP_1342,4,1342
SNP_1343,4,1343
SNP_1344,4,1344
SNP_1345,4,1345
SNP_1346,4,1346
SNP_1347,4,1347
SNP_1348,4,1348
SNP_1349,4,1349
SNP_1350,4,1350
SNP_1351,4,1351
SNP_1352,4,1352
SNP_1353,4,1353
SNP_1354,4,1354
SNP_1355,4,1355
SNP_1356,4,1356
SNP_1357,4,1357
SNP_1358,4,1358
SNP_1359,4,1359
SNP_1360,4,1360
SNP_1361,4,1361
SNP_1362,4,1362
SNP_1363,4,1363
SNP_1364,4,1364
SNP_1365,4,1365
SNP_1366,4,1366
SNP_1367,4,1367
SNP_1368,4,1368
SNP_1369,4,1369
SNP_1370,4,1370
SNP_1371,4,1371
SNP_1372,4,1372
SNP_1373,4,1373
SNP_1374,4,1374
SNP_1375,4,1375
SNP_1376,4,1376
SNP_1377,4,1377
SNP_1378,4,1378
SNP_1379,4,1379
SNP_1380,4,1380
SNP_1381,4,1381
SNP_1382,4,1382
SNP_1383,4,1383
SNP_1384,4,1384
SNP_1385,4,1385
SNP_1386,4,1386
SNP_1387,4,1387
SNP_1388,4,1388
SNP_1389,4,1389
SNP_1390,4,1390
SNP_1391,4,1391
SNP_1392,4,1392
SNP_1393,4,1393
SNP_1394,4,1394
SNP_1395,4,1395
SNP_1396,4,1396
SNP_1397,4,1397
SNP_1398,4,1398
SNP_1399,4,1399
SNP_1400,4,1400
SNP_1401,5,1401
SNP_1402,5,1402
SNP_1403,5,1403
SNP_1404,5,1404
SNP_1405,5,1405
SNP_1406,5,1406
SNP_1407,5,1407
SNP_1408,5,1408
SNP_1409,5,1409
SNP_1410,5,1410
SNP_1411,5,1411
SNP_1412,5,1412
SNP_1413,5,1413
SNP_1414,5,1414
SNP_1415,5,1415
SNP_1416,5,1416
SNP_1417,5,1417
SNP_1418,5,1418
SNP_1419,5,1419
SNP_1420,5,1420
SNP_1421,5,1421
SNP_1422,5,1422
SNP_1423,5,1423
SNP_1424,5,1424
SNP_1425,5,1425
SNP_1426,5,1426
SNP_1427,5,1427
SNP_1428,5,1428
SNP_1429,5,1429
SNP_1430,5,1430
SNP_1431,5,1431
SNP_1432,5,1432
SNP_1433,5,1433
SNP_1434,5,1434
SNP_1435,5,1435
SNP_1436,5,1436
SNP_1437,5,1437
SNP_1438,5,1438
SNP_1439,5,1439
SNP_1440,5,1440
SNP_1441,5,1441
SNP_1442,5,1442
SNP_1443,5,1443
SNP_1444,5,1444
SNP_1445,5,1445
SNP_1446,5,1446
SNP_1447,5,1447
SNP_1448,5,1448
SNP_1449,5,1449
SNP_1450,5,1450
SNP_1451,5,1451
SNP_1452,5,1452
SNP_1453,5,1453
SNP_1454,5,1454
SNP_1455,5,1455
SNP_1456,5,1456
SNP_1457,5,1457
SNP_1458,5,1458
SNP_1459,5,1459
SNP_1460,5,1460
SNP_1461,5,1461
SNP_1462,5,1462
SNP_1463,5,1463
SNP_1464,5,1464
SNP_1465,5,1465
SNP_1466,5,1466
SNP_1467,5,1467
SNP_1468,5,1468
SNP_1469,5,1469
SNP_1470,5,1470
SNP_1471,5,1471
SNP_1472,5,1472
SNP_1473,5,1473
SNP_1474,5,1474
SNP_1475,5,1475
SNP_1476,5,1476
SNP_1477,5,1477
SNP_1478,5,1478
SNP_1479,5,1479
SNP_1480,5,1480
SNP_1481,5,1481
SNP_1482,5,1482
SNP_1483,5,1483
SNP_1484,5,1484
SNP_1485,5,1485
SNP_1486,5,1486
SNP_1487,5,1487
SNP_1488,5,1488
SNP_1489,5,1489
SNP_1490,5,1490
SNP_1491,5,1491
SNP_1492,5,1492
SNP_1493,5,1493
SNP_1494,5,1494
SNP_1495,5,1495
SNP_1496,5,1496
SNP_1497,5,1497
SNP_1498,5,1498
SNP_1499,5,1499
SNP_1500,5,1500
SNP_1501,5,1501
SNP_1502,5,1502
SNP_1503,5,1503
SNP_1504,5,1504
SNP_1505,5,1505
SNP_1506,5,1506
SNP_1507,5,1507
SNP_1508,5,1508
SNP_1509,5,1509
SNP_1510,5,1510
SNP_1511,5,1511
SNP_1512,5,1512
SNP_1513,5,1513
SNP_1514,5,1514
SNP_1515,5,1515
SNP_1516,5,1516
SNP_1517,5,1517
SNP_1518,5,1518
SNP_1519,5,1519
SNP_1520,5,1520
SNP_1521,5,1521
SNP_1522,5,1522
SNP_1523,5,1523
SNP_1524,5,1524
SNP_1525,5,1525
SNP_1526,5,1526
SNP_1527,5,1527
SNP_1528,5,1528
SNP_1529,5,1529
SNP_1530,5,1530
SNP_1531,5,1531
SNP_1532,5,1532
SNP_1533,5,1533
SNP_1534,5,1534
SNP_1535,5,1535
SNP_1536,5,1536
SNP_1537,5,1537
SNP_1538,5,1538
SNP_1539,5,1539
SNP_1540,5,1540
SNP_1541,5,1541
SNP_1542,5,1542
SNP_1543,5,1543
SNP_1544,5,1544
SNP_1545,5,1545
SNP_1546,5,1546
SNP_1547,5,1547
SNP_1548,5,1548
SNP_1549,5,1549
SNP_1550,5,1550
SNP_1551,5,1551
SNP_1552,5,1552
SNP_1553,5,1553
SNP_1554,5,1554
SNP_1555,5,1555
SNP_1556,5,1556
SNP_1557,5,1557
SNP_1558,5,1558
SNP_1559,5,1559
SNP_1560,5,1560
SNP_1561,5,1561
SNP_1562,5,1562
SNP_1563,5,1563
SNP_1564,5,1564
SNP_1565,5,1565
SNP_1566,5,1566
SNP_1567,5,1567
SNP_1568,5,1568
SNP_1569,5,1569
SNP_1570,5,1570
SNP_1571,5,1571
SNP_1572,5,1572
SNP_1573,5,1573
SNP_1574,5,1574
SNP_1575,5,1575
SNP_1576,5,1576
SNP_1577,5,1577
SNP_1578,5,1578
SNP_1579,5,1579
SNP_1580,5,1580
SNP_1581,5,1581
SNP_1582,5,1582
SNP_1583,5,1583
SNP_1584,5,1584
SNP_1585,5,1585
SNP_1586,5,1586
SNP_1587,5,1587
SNP_1588,5,1588
SNP_1589,5,1589
SNP_1590,5,1590
SNP_1591,5,1591
SNP_1592,5,1592
SNP_1593,5,1593
SNP_1594,5,1594
SNP_1595,5,1595
SNP_1596,5,1596
SNP_1597,5,1597
SNP_1598,5,1598
SNP_1599,5,1599
SNP_1600,5,1600
SNP_1601,5,1601
SNP_1602,5,1602
SNP_1603,5,1603
SNP_1604,5,1604
SNP_1605,5,1605
SNP_1606,5,1606
SNP_1607,5,1607
SNP_1608,5,1608
SNP_1609,5,1609
SNP_1610,5,1610
SNP_1611,5,1611
SNP_1612,5,1612
SNP_1613,5,1613
SNP_1614,5,1614
SNP_1615,5,1615
SNP_1616,5,1616
SNP_1617,5,1617
SNP_1618,5,1618
SNP_1619,5,1619
SNP_1620,5,1620
SNP_1621,5,1621
SNP_1622,5,1622
SNP_1623,5,1623
SNP_1624,5,1624
SNP_1625,5,1625
SNP_1626,5,1626
SNP_1627,5,1627
SNP_1628,5,1628
SNP_1629,5,1629
SNP_1630,5,1630
SNP_1631,5,1631
SNP_1632,5,1632
SNP_1633,5,1633
SNP_1634,5,1634
SNP_1635,5,1635
SNP_1636,5,1636
SNP_1637,5,1637
SNP_1638,5,1638
SNP_1639,5,1639
SNP_1640,5,1640
SNP_1641,5,1641
SNP_1642,5,1642
SNP_1643,5,1643
SNP_1644,5,1644
SNP_1645,5,1645
SNP_1646,5,1646
SNP_1647,5,1647
SNP_1648,5,1648
SNP_1649,5,1649
SNP_1650,5,1650
SNP_1651,5,1651
SNP_1652,5,1652
SNP_1653,5,1653
SNP_1654,5,1654
SNP_1655,5,1655
SNP_1656,5,1656
SNP_1657,5,1657
SNP_1658,5,1658
SNP_1659,5,1659
SNP_1660,5,1660
SNP_1661,5,1661
SNP_1662,5,1662
SNP_1663,5,1663
SNP_1664,5,1664
SNP_1665,5,1665
SNP_1666,5,1666
SNP_1667,5,1667
SNP_1668,5,1668
SNP_1669,5,1669
SNP_1670,5,1670
SNP_1671,5,1671
SNP_1672,5,1672
SNP_1673,5,1673
SNP_1674,5,1674
SNP_1675,5,1675
SNP_1676,5,1676
SNP_1677,5,1677
SNP_1678,5,1678
SNP_1679,5,1679
SNP_1680,5,1680
SNP_1681,5,1681
SNP_1682,5,1682
SNP_1683,5,1683
SNP_1684,5,1684
SNP_1685,5,1685
SNP_1686,5,1686
SNP_1687,5,1687
SNP_1688,5,1688
SNP_1689,5,1689
SNP_1690,5,1690
SNP_1691,5,1691
SNP_1692,5,1692
SNP_1693,5,1693
SNP_1694,5,1694
SNP_1695,5,1695
SNP_1696,5,1696
SNP_1697,5,1697
SNP_1698,5,1698
SNP_1699,5,1699
SNP_1700,5,1700
SNP_1701,5,1701
SNP_1702,5,1702
SNP_1703,5,1703
SNP_1704,5,1704
SNP_1705,5,1705
SNP_1706,5,1706
SNP_1707,5,1707
SNP_1708,5,1708
SNP_1709,5,1709
SNP_1710,5,1710
SNP_1711,5,1711
SNP_1712,5,1712
SNP_1713,5,1713
SNP_1714,5,1714
SNP_1715,5,1715
SNP_1716,5,1716
SNP_1717,5,1717
SNP_1718,5,1718
SNP_1719,5,1719
SNP_1720,5,1720
SNP_1721,5,1721
SNP_1722,5,1722
SNP_1723,5,1723
SNP_1724,5,1724
SNP_1725,5,1725
SNP_1726,5,1726
SNP_1727,5,1727
SNP_1728,5,1728
SNP_1729,5,1729
SNP_1730,5,1730
SNP_1731,5,1731
SNP_1732,5,1732
SNP_1733,5,1733
SNP_1734,5,1734
SNP_1735,5,1735
SNP_1736,5,1736
SNP_1737,5,1737
SNP_1738,5,1738
SNP_1739,5,1739
SNP_1740,5,1740
SNP_1741,5,1741
SNP_1742,5,1742
SNP_1743,5,1743
SNP_1744,5,1744
SNP_1745,5,1745
SNP_1746,5,1746
SNP_1747,5,1747
SNP_1748,5,1748
SNP_1749,5,1749
SNP_1750,5,1750
SNP_1751,6,1751
SNP_1752,6,1752
SNP_1753,6,1753
SNP_1754,6,1754
SNP_1755,6,1755
SNP_1756,6,1756
SNP_1757,6,1757
SNP_1758,6,1758
SNP_1759,6,1759
SNP_1760,6,1760
SNP_1761,6,1761
SNP_1762,6,1762
SNP_1763,6,1763
SNP_1764,6,1764
SNP_1765,6,1765
SNP_1766,6,1766
SNP_1767,6,1767
SNP_1768,6,1768
SNP_1769,6,1769
SNP_1770,6,1770
SNP_1771,6,1771
SNP_1772,6,1772
SNP_1773,6,1773
SNP_1774,6,1774
SNP_1775,6,1775
SNP_1776,6,1776
SNP_1777,6,1777
SNP_1778,6,1778
SNP_1779,6,1779
SNP_1780,6,1780
SNP_1781,6,1781
SNP_1782,6,1782
SNP_1783,6,1783
SNP_1784,6,1784
SNP_1785,6,1785
SNP_1786,6,1786
SNP_1787,6,1787
SNP_1788,6,1788
SNP_1789,6,1789
SNP_1790,6,1790
SNP_1791,6,1791
SNP_1792,6,1792
SNP_1793,6,1793
SNP_1794,6,1794
SNP_1795,6,1795
SNP_1796,6,1796
SNP_1797,6,1797
SNP_1798,6,1798
SNP_1799,6,1799
SNP_1800,6,1800
SNP_1801,6,1801
SNP_1802,6,1802
SNP_1803,6,1803
SNP_1804,6,1804
SNP_1805,6,1805
SNP_1806,6,1806
SNP_1807,6,1807
SNP_1808,6,1808
SNP_1809,6,1809
SNP_1810,6,1810
SNP_1811,6,1811
SNP_1812,6,1812
SNP_1813,6,1813
SNP_1814,6,1814
SNP_1815,6,1815
SNP_1816,6,1816
SNP_1817,6,1817
SNP_1818,6,1818
SNP_1819,6,1819
SNP_1820,6,1820
SNP_1821,6,1821
SNP_1822,6,1822
SNP_1823,6,1823
SNP_1824,6,1824
SNP_1825,6,1825
SNP_1826,6,1826
SNP_1827,6,1827
SNP_1828,6,1828
SNP_1829,6,1829
SNP_1830,6,1830
SNP_1831,6,1831
SNP_1832,6,1832
SNP_1833,6,1833
SNP_1834,6,1834
SNP_1835,6,1835
SNP_1836,6,1836
SNP_1837,6,1837
SNP_1838,6,1838
SNP_1839,6,1839
SNP_1840,6,1840
SNP_1841,6,1841
SNP_1842,6,1842
SNP_1843,6,1843
SNP_1844,6,1844
SNP_1845,6,1845
SNP_1846,6,1846
SNP_1847,6,1847
SNP_1848,6,1848
SNP_1849,6,1849
SNP_1850,6,1850
SNP_1851,6,1851
SNP_1852,6,1852
SNP_1853,6,1853
SNP_1854,6,1854
SNP_1855,6,1855
SNP_1856,6,1856
SNP_1857,6,1857
SNP_1858,6,1858
SNP_1859,6,1859
SNP_1860,6,1860
SNP_1861,6,1861
SNP_1862,6,1862
SNP_1863,6,1863
SNP_1864,6,1864
SNP_1865,6,1865
SNP_1866,6,1866
SNP_1867,6,1867
SNP_1868,6,1868
SNP_1869,6,1869
SNP_1870,6,1870
SNP_1871,6,1871
SNP_1872,6,1872
SNP_1873,6,1873
SNP_1874,6,1874
SNP_1875,6,1875
SNP_1876,6,1876
SNP_1877,6,1877
SNP_1878,6,1878
SNP_1879,6,1879
SNP_1880,6,1880
SNP_1881,6,1881
SNP_1882,6,1882
SNP_1883,6,1883
SNP_1884,6,1884
SNP_1885,6,1885
SNP_1886,6,1886
SNP_1887,6,1887
SNP_1888,6,1888
SNP_1889,6,1889
SNP_1890,6,1890
SNP_1891,6,1891
SNP_1892,6,1892
SNP_1893,6,1893
SNP_1894,6,1894
SNP_1895,6,1895
SNP_1896,6,1896
SNP_1897,6,1897
SNP_1898,6,1898
SNP_1899,6,1899
SNP_1900,6,1900
SNP_1901,6,1901
SNP_1902,6,1902
SNP_1903,6,1903
SNP_1904,6,1904
SNP_1905,6,1905
SNP_1906,6,1906
SNP_1907,6,1907
SNP_1908,6,1908
SNP_1909,6,1909
SNP_1910,6,1910
SNP_1911,6,1911
SNP_1912,6,1912
SNP_1913,6,1913
SNP_1914,6,1914
SNP_1915,6,1915
SNP_1916,6,1916
SNP_1917,6,1917
SNP_1918,6,1918
SNP_1919,6,1919
SNP_1920,6,1920
SNP_1921,6,1921
SNP_1922,6,1922
SNP_1923,6,1923
SNP_1924,6,1924
SNP_1925,6,1925
SNP_1926,6,1926
SNP_1927,6,1927
SNP_1928,6,1928
SNP_1929,6,1929
SNP_1930,6,1930
SNP_1931,6,1931
SNP_1932,6,1932
SNP_1933,6,1933
SNP_1934,6,1934
SNP_1935,6,1935
SNP_1936,6,1936
SNP_1937,6,1937
SNP_1938,6,1938
SNP_1939,6,1939
SNP_1940,6,1940
SNP_1941,6,1941
SNP_1942,6,1942
SNP_1943,6,1943
SNP_1944,6,1944
SNP_1945,6,1945
SNP_1946,6,1946
SNP_1947,6,1947
SNP_1948,6,1948
SNP_1949,6,1949
SNP_1950,6,1950
SNP_1951,6,1951
SNP_1952,6,1952
SNP_1953,6,1953
SNP_1954,6,1954
SNP_1955,6,1955
SNP_1956,6,1956
SNP_1957,6,1957
SNP_1958,6,1958
SNP_1959,6,1959
SNP_1960,6,1960
SNP_1961,6,1961
SNP_1962,6,1962
SNP_1963,6,1963
SNP_1964,6,1964
SNP_1965,6,1965
SNP_1966,6,1966
SNP_1967,6,1967
SNP_1968,6,1968
SNP_1969,6,1969
SNP_1970,6,1970
SNP_1971,6,1971
SNP_1972,6,1972
SNP_1973,6,1973
SNP_1974,6,1974
SNP_1975,6,1975
SNP_1976,6,1976
SNP_1977,6,1977
SNP_1978,6,1978
SNP_1979,6,1979
SNP_1980,6,1980
SNP_1981,6,1981
SNP_1982,6,1982
SNP_1983,6,1983
SNP_1984,6,1984
SNP_1985,6,1985
SNP_1986,6,1986
SNP_1987,6,1987
SNP_1988,6,1988
SNP_1989,6,1989
SNP_1990,6,1990
SNP_1991,6,1991
SNP_1992,6,1992
SNP_1993,6,1993
SNP_1994,6,1994
SNP_1995,6,1995
SNP_1996,6,1996
SNP_1997,6,1997
SNP_1998,6,1998
SNP_1999,6,1999
SNP_2000,6,2000
SNP_2001,6,2001
SNP_2002,6,2002
SNP_2003,6,2003
SNP_2004,6,2004
SNP_2005,6,2005
SNP_2006,6,2006
SNP_2007,6,2007
SNP_2008,6,2008
SNP_2009,6,2009
SNP_2010,6,2010
SNP_2011,6,2011
SNP_2012,6,2012
SNP_2013,6,2013
SNP_2014,6,2014
SNP_2015,6,2015
SNP_2016,6,2016
SNP_2017,6,2017
SNP_2018,6,2018
SNP_2019,6,2019
SNP_2020,6,2020
SNP_2021,6,2021
SNP_2022,6,2022
SNP_2023,6,2023
SNP_2024,6,2024
SNP_2025,6,2025
SNP_2026,6,2026
SNP_2027,6,2027
SNP_2028,6,2028
SNP_2029,6,2029
SNP_2030,6,2030
SNP_2031,6,2031
SNP_2032,6,2032
SNP_2033,6,2033
SNP_2034,6,2034
SNP_2035,6,2035
SNP_2036,6,2036
SNP_2037,6,2037
SNP_2038,6,2038
SNP_2039,6,2039
SNP_2040,6,2040
SNP_2041,6,2041
SNP_2042,6,2042
SNP_2043,6,2043
SNP_2044,6,2044
SNP_2045,6,2045
SNP_2046,6,2046
SNP_2047,6,2047
SNP_2048,6,2048
SNP_2049,6,2049
SNP_2050,6,2050
SNP_2051,6,2051
SNP_2052,6,2052
SNP_2053,6,2053
SNP_2054,6,2054
SNP_2055,6,2055
SNP_2056,6,2056
SNP_2057,6,2057
SNP_2058,6,2058
SNP_2059,6,2059
SNP_2060,6,2060
SNP_2061,6,2061
SNP_2062,6,2062
SNP_2063,6,2063
SNP_2064,6,2064
SNP_2065,6,2065
SNP_2066,6,2066
SNP_2067,6,2067
SNP_2068,6,2068
SNP_2069,6,2069
SNP_2070,6,2070
SNP_2071,6,2071
SNP_2072,6,2072
SNP_2073,6,2073
SNP_2074,6,2074
SNP_2075,6,2075
SNP_2076,6,2076
SNP_2077,6,2077
SNP_2078,6,2078
SNP_2079,6,2079
SNP_2080,6,2080
SNP_2081,6,2081
SNP_2082,6,2082
SNP_2083,6,2083
SNP_2084,6,2084
SNP_2085,6,2085
SNP_2086,6,2086
SNP_2087,6,2087
SNP_2088,6,2088
SNP_2089,6,2089
SNP_2090,6,2090
SNP_2091,6,2091
SNP_2092,6,2092
SNP_2093,6,2093
SNP_2094,6,2094
SNP_2095,6,2095
SNP_2096,6,2096
SNP_2097,6,2097
SNP_2098,6,2098
SNP_2099,6,2099
SNP_2100,6,2100
SNP_2101,7,2101
SNP_2102,7,2102
SNP_2103,7,2103
SNP_2104,7,2104
SNP_2105,7,2105
SNP_2106,7,2106
SNP_2107,7,2107
SNP_2108,7,2108
SNP_2109,7,2109
SNP_2110,7,2110
SNP_2111,7,2111
SNP_2112,7,2112
SNP_2113,7,2113
SNP_2114,7,2114
SNP_2115,7,2115
SNP_2116,7,2116
SNP_2117,7,2117
SNP_2118,7,2118
SNP_2119,7,2119
SNP_2120,7,2120
SNP_2121,7,2121
SNP_2122,7,2122
SNP_2123,7,2123
SNP_2124,7,2124
SNP_2125,7,2125
SNP_2126,7,2126
SNP_2127,7,2127
SNP_2128,7,2128
SNP_2129,7,2129
SNP_2130,7,2130
SNP_2131,7,2131
SNP_2132,7,2132
SNP_2133,7,2133
SNP_2134,7,2134
SNP_2135,7,2135
SNP_2136,7,2136
SNP_2137,7,2137
SNP_2138,7,2138
SNP_2139,7,2139
SNP_2140,7,2140
SNP_2141,7,2141
SNP_2142,7,2142
SNP_2143,7,2143
SNP_2144,7,2144
SNP_2145,7,2145
SNP_2146,7,2146
SNP_2147,7,2147
SNP_2148,7,2148
SNP_2149,7,2149
SNP_2150,7,2150
SNP_2151,7,2151
SNP_2152,7,2152
SNP_2153,7,2153
SNP_2154,7,2154
SNP_2155,7,2155
SNP_2156,7,2156
SNP_2157,7,2157
SNP_2158,7,2158
SNP_2159,7,2159
SNP_2160,7,2160
SNP_2161,7,2161
SNP_2162,7,2162
SNP_2163,7,2163
SNP_2164,7,2164
SNP_2165,7,2165
SNP_2166,7,2166
SNP_2167,7,2167
SNP_2168,7,2168
SNP_2169,7,2169
SNP_2170,7,2170
SNP_2171,7,2171
SNP_2172,7,2172
SNP_2173,7,2173
SNP_2174,7,2174
SNP_2175,7,2175
SNP_2176,7,2176
SNP_2177,7,2177
SNP_2178,7,2178
SNP_2179,7,2179
SNP_2180,7,2180
SNP_2181,7,2181
SNP_2182,7,2182
SNP_2183,7,2183
SNP_2184,7,2184
SNP_2185,7,2185
SNP_2186,7,2186
SNP_2187,7,2187
SNP_2188,7,2188
SNP_2189,7,2189
SNP_2190,7,2190
SNP_2191,7,2191
SNP_2192,7,2192
SNP_2193,7,2193
SNP_2194,7,2194
SNP_2195,7,2195
SNP_2196,7,2196
SNP_2197,7,2197
SNP_2198,7,2198
SNP_2199,7,2199
SNP_2200,7,2200
SNP_2201,7,2201
SNP_2202,7,2202
SNP_2203,7,2203
SNP_2204,7,2204
SNP_2205,7,2205
SNP_2206,7,2206
SNP_2207,7,2207
SNP_2208,7,2208
SNP_2209,7,2209
SNP_2210,7,2210
SNP_2211,7,2211
SNP_2212,7,2212
SNP_2213,7,2213
SNP_2214,7,2214
SNP_2215,7,2215
SNP_2216,7,2216
SNP_2217,7,2217
SNP_2218,7,2218
SNP_2219,7,2219
SNP_2220,7,2220
SNP_2221,7,2221
SNP_2222,7,2222
SNP_2223,7,2223
SNP_2224,7,2224
SNP_2225,7,2225
SNP_2226,7,2226
SNP_2227,7,2227
SNP_2228,7,2228
SNP_2229,7,2229
SNP_2230,7,2230
SNP_2231,7,2231
SNP_2232,7,2232
SNP_2233,7,2233
SNP_2234,7,2234
SNP_2235,7,2235
SNP_2236,7,2236
SNP_2237,7,2237
SNP_2238,7,2238
SNP_2239,7,2239
SNP_2240,7,2240
SNP_2241,7,2241
SNP_2242,7,2242
SNP_2243,7,2243
SNP_2244,7,2244
SNP_2245,7,2245
SNP_2246,7,2246
SNP_2247,7,2247
SNP_2248,7,2248
SNP_2249,7,2249
SNP_2250,7,2250
SNP_2251,7,2251
SNP_2252,7,2252
SNP_2253,7,2253
SNP_2254,7,2254
SNP_2255,7,2255
SNP_2256,7,2256
SNP_2257,7,2257
SNP_2258,7,2258
SNP_2259,7,2259
SNP_2260,7,2260
SNP_2261,7,2261
SNP_2262,7,2262
SNP_2263,7,2263
SNP_2264,7,2264
SNP_2265,7,2265
SNP_2266,7,2266
SNP_2267,7,2267
SNP_2268,7,2268
SNP_2269,7,2269
SNP_2270,7,2270
SNP_2271,7,2271
SNP_2272,7,2272
SNP_2273,7,2273
SNP_2274,7,2274
SNP_2275,7,2275
SNP_2276,7,2276
SNP_2277,7,2277
SNP_2278,7,2278
SNP_2279,7,2279
SNP_2280,7,2280
SNP_2281,7,2281
SNP_2282,7,2282
SNP_2283,7,2283
SNP_2284,7,2284
SNP_2285,7,2285
SNP_2286,7,2286
SNP_2287,7,2287
SNP_2288,7,2288
SNP_2289,7,2289
SNP_2290,7,2290
SNP_2291,7,2291
SNP_2292,7,2292
SNP_2293,7,2293
SNP_2294,7,2294
SNP_2295,7,2295
SNP_2296,7,2296
SNP_2297,7,2297
SNP_2298,7,2298
SNP_2299,7,2299
SNP_2300,7,2300
SNP_2301,7,2301
SNP_2302,7,2302
SNP_2303,7,2303
SNP_2304,7,2304
SNP_2305,7,2305
SNP_2306,7,2306
SNP_2307,7,2307
SNP_2308,7,2308
SNP_2309,7,2309
SNP_2310,7,2310
SNP_2311,7,2311
SNP_2312,7,2312
SNP_2313,7,2313
SNP_2314,7,2314
SNP_2315,7,2315
SNP_2316,7,2316
SNP_2317,7,2317
SNP_2318,7,2318
SNP_2319,7,2319
SNP_2320,7,2320
SNP_2321,7,2321
SNP_2322,7,2322
SNP_2323,7,2323
SNP_2324,7,2324
SNP_2325,7,2325
SNP_2326,7,2326
SNP_2327,7,2327
SNP_2328,7,2328
SNP_2329,7,2329
SNP_2330,7,2330
SNP_2331,7,2331
SNP_2332,7,2332
SNP_2333,7,2333
SNP_2334,7,2334
SNP_2335,7,2335
SNP_2336,7,2336
SNP_2337,7,2337
SNP_2338,7,2338
SNP_2339,7,2339
SNP_2340,7,2340
SNP_2341,7,2341
SNP_2342,7,2342
SNP_2343,7,2343
SNP_2344,7,2344
SNP_2345,7,2345
SNP_2346,7,2346
SNP_2347,7,2347
SNP_2348,7,2348
SNP_2349,7,2349
SNP_2350,7,2350
SNP_2351,7,2351
SNP_2352,7,2352
SNP_2353,7,2353
SNP_2354,7,2354
SNP_2355,7,2355
SNP_2356,7,2356
SNP_2357,7,2357
SNP_2358,7,2358
SNP_2359,7,2359
SNP_2360,7,2360
SNP_2361,7,2361
SNP_2362,7,2362
SNP_2363,7,2363
SNP_2364,7,2364
SNP_2365,7,2365
SNP_2366,7,2366
SNP_2367,7,2367
SNP_2368,7,2368
SNP_2369,7,2369
SNP_2370,7,2370
SNP_2371,7,2371
SNP_2372,7,2372
SNP_2373,7,2373
SNP_2374,7,2374
SNP_2375,7,2375
SNP_2376,7,2376
SNP_2377,7,2377
SNP_2378,7,2378
SNP_2379,7,2379
SNP_2380,7,2380
SNP_2381,7,2381
SNP_2382,7,2382
SNP_2383,7,2383
SNP_2384,7,2384
SNP_2385,7,2385
SNP_2386,7,2386
SNP_2387,7,2387
SNP_2388,7,2388
SNP_2389,7,2389
SNP_2390,7,2390
SNP_2391,7,2391
SNP_2392,7,2392
SNP_2393,7,2393
SNP_2394,7,2394
SNP_2395,7,2395
SNP_2396,7,2396
SNP_2397,7,2397
SNP_2398,7,2398
SNP_2399,7,2399
SNP_2400,7,2400
SNP_2401,7,2401
SNP_2402,7,2402
SNP_2403,7,2403
SNP_2404,7,2404
SNP_2405,7,2405
SNP_2406,7,2406
SNP_2407,7,2407
SNP_2408,7,2408
SNP_2409,7,2409
SNP_2410,7,2410
SNP_2411,7,2411
SNP_2412,7,2412
SNP_2413,7,2413
SNP_2414,7,2414
SNP_2415,7,2415
SNP_2416,7,2416
SNP_2417,7,2417
SNP_2418,7,2418
SNP_2419,7,2419
SNP_2420,7,2420
SNP_2421,7,2421
SNP_2422,7,2422
SNP_2423,7,2423
SNP_2424,7,2424
SNP_2425,7,2425
SNP_2426,7,2426
SNP_2427,7,2427
SNP_2428,7,2428
SNP_2429,7,2429
SNP_2430,7,2430
SNP_2431,7,2431
SNP_2432,7,2432
SNP_2433,7,2433
SNP_2434,7,2434
SNP_2435,7,2435
SNP_2436,7,2436
SNP_2437,7,2437
SNP_2438,7,2438
SNP_2439,7,2439
SNP_2440,7,2440
SNP_2441,7,2441
SNP_2442,7,2442
SNP_2443,7,2443
SNP_2444,7,2444
SNP_2445,7,2445
SNP_2446,7,2446
SNP_2447,7,2447
SNP_2448,7,2448
SNP_2449,7,2449
SNP_2450,7,2450
SNP_2451,8,2451
SNP_2452,8,2452
SNP_2453,8,2453
SNP_2454,8,2454
SNP_2455,8,2455
SNP_2456,8,2456
SNP_2457,8,2457
SNP_2458,8,2458
SNP_2459,8,2459
SNP_2460,8,2460
SNP_2461,8,2461
SNP_2462,8,2462
SNP_2463,8,2463
SNP_2464,8,2464
SNP_2465,8,2465
SNP_2466,8,2466
SNP_2467,8,2467
SNP_2468,8,2468
SNP_2469,8,2469
SNP_2470,8,2470
SNP_2471,8,2471
SNP_2472,8,2472
SNP_2473,8,2473
SNP_2474,8,2474
SNP_2475,8,2475
SNP_2476,8,2476
SNP_2477,8,2477
SNP_2478,8,2478
SNP_2479,8,2479
SNP_2480,8,2480
SNP_2481,8,2481
SNP_2482,8,2482
SNP_2483,8,2483
SNP_2484,8,2484
SNP_2485,8,2485
SNP_2486,8,2486
SNP_2487,8,2487
SNP_2488,8,2488
SNP_2489,8,2489
SNP_2490,8,2490
SNP_2491,8,2491
SNP_2492,8,2492
SNP_2493,8,2493
SNP_2494,8,2494
SNP_2495,8,2495
SNP_2496,8,2496
